Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month,Day
2020-12-31,Richland,SC,Passenger,0,1,1,144,145,0.69,2020,12,31
2020-12-31,Pinellas,FL,Passenger,1,1,2,104,106,1.89,2020,12,31
2020-12-31,Honolulu,HI,Passenger,5,2,7,452,459,1.53,2020,12,31
2020-12-31,Norfolk,VA,Passenger,2,3,5,337,342,1.46,2020,12,31
2020-12-31,Clark,WA,Passenger,2356,1180,3536,319401,322937,1.09,2020,12,31
2020-12-31,Jefferson,WA,Truck,0,0,0,9585,9585,0.0,2020,12,31
2020-12-31,Collier,FL,Passenger,1,0,1,19,20,5.0,2020,12,31
2020-12-31,Lewis,WA,Truck,0,0,0,26622,26622,0.0,2020,12,31
2020-12-31,Suffolk,MA,Passenger,0,2,2,35,37,5.41,2020,12,31
2020-12-31,Prince William,VA,Passenger,1,3,4,221,225,1.78,2020,12,31
2020-12-31,Garfield,WA,Truck,0,0,0,994,994,0.0,2020,12,31
2020-12-31,Monroe,IL,Passenger,1,0,1,2,3,33.33,2020,12,31
2020-12-31,Spokane,WA,Truck,0,0,0,100679,100679,0.0,2020,12,31
2020-12-31,Sacramento,CA,Passenger,2,1,3,257,260,1.15,2020,12,31
2020-12-31,Harnett,NC,Passenger,1,0,1,198,199,0.5,2020,12,31
2020-12-31,Whitman,WA,Truck,0,0,0,8511,8511,0.0,2020,12,31
2020-12-31,Kittitas,WA,Passenger,127,51,178,29818,29996,0.59,2020,12,31
2020-12-31,Nueces,TX,Passenger,1,0,1,82,83,1.2,2020,12,31
2020-12-31,Eagle,CO,Passenger,1,0,1,8,9,11.11,2020,12,31
2020-12-31,Kings,NY,Passenger,1,0,1,65,66,1.52,2020,12,31
2020-12-31,Queens,NY,Passenger,1,0,1,55,56,1.79,2020,12,31
2020-12-31,Columbia,WA,Truck,0,0,0,1542,1542,0.0,2020,12,31
2020-12-31,Wahkiakum,WA,Truck,0,0,0,1769,1769,0.0,2020,12,31
2020-12-31,Tulsa,OK,Passenger,1,1,2,43,45,4.44,2020,12,31
2020-12-31,Sumter,FL,Passenger,0,1,1,10,11,9.09,2020,12,31
2020-12-31,Tarrant,TX,Passenger,1,0,1,176,177,0.56,2020,12,31
2020-12-31,Walla Walla,WA,Passenger,98,67,165,36123,36288,0.45,2020,12,31
2020-12-31,Frederick,MD,Passenger,1,1,2,69,71,2.82,2020,12,31
2020-12-31,Asotin,WA,Passenger,16,13,29,12406,12435,0.23,2020,12,31
2020-12-31,San Francisco,CA,Passenger,1,1,2,102,104,1.92,2020,12,31
2020-12-31,Spokane,WA,Passenger,885,547,1432,320970,322402,0.44,2020,12,31
2020-12-31,Whitman,WA,Passenger,51,44,95,21891,21986,0.43,2020,12,31
2020-12-31,Orange,CA,Passenger,4,3,7,472,479,1.46,2020,12,31
2020-12-31,Charleston,SC,Passenger,2,0,2,96,98,2.04,2020,12,31
2020-12-31,Lake,FL,Passenger,1,0,1,24,25,4.0,2020,12,31
2020-12-31,Jefferson,WA,Passenger,285,155,440,24804,25244,1.74,2020,12,31
2020-12-31,Fulton,GA,Passenger,1,2,3,91,94,3.19,2020,12,31
2020-12-31,Rogers,OK,Passenger,1,0,1,4,5,20.0,2020,12,31
2020-12-31,Carroll,MD,Passenger,0,1,1,19,20,5.0,2020,12,31
2020-12-31,Adams,WA,Truck,0,0,0,5335,5335,0.0,2020,12,31
2020-12-31,King,WA,Truck,6,1,7,184324,184331,0.0,2020,12,31
2020-12-31,Pend Oreille,WA,Passenger,12,4,16,9167,9183,0.17,2020,12,31
2020-12-31,Pacific,WA,Passenger,34,35,69,15718,15787,0.44,2020,12,31
2020-12-31,Williamson,TX,Passenger,0,2,2,129,131,1.53,2020,12,31
2020-12-31,Kauai,HI,Passenger,1,0,1,17,18,5.56,2020,12,31
2020-12-31,Santa Cruz,CA,Passenger,1,0,1,31,32,3.12,2020,12,31
2020-12-31,Greene,MO,Passenger,0,1,1,35,36,2.78,2020,12,31
2021-01-31,Broward,FL,Passenger,2,1,3,111,114,2.63,2021,1,31
2021-01-31,Montgomery,TX,Passenger,1,0,1,52,53,1.89,2021,1,31
2021-01-31,Allegheny,PA,Passenger,1,1,2,74,76,2.63,2021,1,31
2021-01-31,Riverside,CA,Passenger,4,1,5,593,598,0.84,2021,1,31
2021-01-31,Maricopa,AZ,Passenger,5,8,13,1399,1412,0.92,2021,1,31
2021-01-31,Twin Falls,ID,Passenger,0,1,1,27,28,3.57,2021,1,31
2021-01-31,Walla Walla,WA,Truck,0,0,0,13896,13896,0.0,2021,1,31
2021-01-31,Clallam,WA,Truck,1,0,1,21861,21862,0.0,2021,1,31
2021-01-31,Howard,IN,Passenger,0,1,1,3,4,25.0,2021,1,31
2021-01-31,Collier,FL,Passenger,1,0,1,19,20,5.0,2021,1,31
2021-01-31,Charles,MD,Passenger,1,1,2,75,77,2.6,2021,1,31
2021-01-31,San Joaquin,CA,Passenger,1,0,1,112,113,0.88,2021,1,31
2021-01-31,Virginia Beach,VA,Passenger,2,0,2,629,631,0.32,2021,1,31
2021-01-31,Asotin,WA,Truck,0,0,0,6689,6689,0.0,2021,1,31
2021-01-31,Kings,NY,Passenger,1,0,1,65,66,1.52,2021,1,31
2021-01-31,Chelan,WA,Passenger,294,87,381,54474,54855,0.69,2021,1,31
2021-01-31,Douglas,WA,Passenger,84,46,130,28197,28327,0.46,2021,1,31
2021-01-31,Maui,HI,Passenger,2,0,2,29,31,6.45,2021,1,31
2021-01-31,Washoe,NV,Passenger,1,0,1,104,105,0.95,2021,1,31
2021-01-31,Orange,NC,Passenger,0,1,1,12,13,7.69,2021,1,31
2021-01-31,St. Mary's,MD,Passenger,1,0,1,213,214,0.47,2021,1,31
2021-01-31,Asotin,WA,Passenger,16,13,29,12434,12463,0.23,2021,1,31
2021-01-31,Goochland,VA,Passenger,4,3,7,250,257,2.72,2021,1,31
2021-01-31,Cumberland,NC,Passenger,0,2,2,457,459,0.44,2021,1,31
2021-01-31,Pend Oreille,WA,Truck,0,0,0,5716,5716,0.0,2021,1,31
2021-01-31,Solano,CA,Passenger,1,0,1,197,198,0.51,2021,1,31
2021-01-31,Clallam,WA,Passenger,281,190,471,49968,50439,0.93,2021,1,31
2021-01-31,Loudoun,VA,Passenger,1,0,1,72,73,1.37,2021,1,31
2021-01-31,Houston,GA,Passenger,1,0,1,51,52,1.92,2021,1,31
2021-01-31,Honolulu,HI,Passenger,5,2,7,451,458,1.53,2021,1,31
2021-01-31,Santa Clara,CA,Passenger,8,2,10,285,295,3.39,2021,1,31
2021-01-31,Collin,TX,Passenger,2,1,3,125,128,2.34,2021,1,31
2021-01-31,Pierce,WA,Truck,0,0,0,144823,144823,0.0,2021,1,31
2021-01-31,Monroe,IL,Passenger,1,0,1,2,3,33.33,2021,1,31
2021-01-31,Washtenaw,MI,Passenger,1,1,2,33,35,5.71,2021,1,31
2021-01-31,Klickitat,WA,Truck,0,0,0,8114,8114,0.0,2021,1,31
2021-01-31,Larimer,CO,Passenger,1,0,1,51,52,1.92,2021,1,31
2021-01-31,Bucks,PA,Passenger,1,0,1,21,22,4.55,2021,1,31
2021-01-31,Stevens,WA,Passenger,37,40,77,30256,30333,0.25,2021,1,31
2021-01-31,Grant,WA,Truck,0,0,0,27588,27588,0.0,2021,1,31
2021-01-31,Snohomish,WA,Truck,1,0,1,125671,125672,0.0,2021,1,31
2021-01-31,Marion,IA,Passenger,1,0,1,1,2,50.0,2021,1,31
2021-01-31,District of Columbia,DC,Passenger,2,1,3,198,201,1.49,2021,1,31
2021-01-31,Ulster,NY,Passenger,1,0,1,12,13,7.69,2021,1,31
2021-01-31,Orange,CA,Passenger,4,3,7,468,475,1.47,2021,1,31
2021-01-31,Fairfax,VA,Passenger,5,3,8,718,726,1.1,2021,1,31
2021-01-31,Skamania,WA,Truck,0,0,0,4016,4016,0.0,2021,1,31
2021-01-31,Prince George's,MD,Passenger,2,1,3,154,157,1.91,2021,1,31
2021-01-31,Franklin,WA,Truck,0,0,0,20488,20488,0.0,2021,1,31
2021-01-31,Lake,IL,Passenger,2,0,2,171,173,1.16,2021,1,31
2021-01-31,Kitsap,WA,Passenger,1606,764,2370,179227,181597,1.31,2021,1,31
2021-01-31,Ventura,CA,Passenger,1,2,3,279,282,1.06,2021,1,31
2021-01-31,Utah,UT,Passenger,0,1,1,131,132,0.76,2021,1,31
2021-01-31,Arapahoe,CO,Passenger,1,0,1,131,132,0.76,2021,1,31
2021-01-31,Leavenworth,KS,Passenger,0,1,1,117,118,0.85,2021,1,31
2021-01-31,Okaloosa,FL,Passenger,0,1,1,143,144,0.69,2021,1,31
2021-01-31,Clark,WA,Passenger,2459,1211,3670,319291,322961,1.14,2021,1,31
2021-01-31,Gwinnett,GA,Passenger,1,0,1,68,69,1.45,2021,1,31
2021-01-31,Nueces,TX,Passenger,1,0,1,81,82,1.22,2021,1,31
2021-01-31,Lewis,WA,Truck,0,0,0,26714,26714,0.0,2021,1,31
2021-01-31,San Mateo,CA,Passenger,1,1,2,116,118,1.69,2021,1,31
2021-01-31,Mason,WA,Passenger,179,135,314,47670,47984,0.65,2021,1,31
2021-01-31,Walla Walla,WA,Passenger,103,68,171,36154,36325,0.47,2021,1,31
2021-01-31,Harnett,NC,Passenger,1,0,1,197,198,0.51,2021,1,31
2021-01-31,Pend Oreille,WA,Passenger,12,3,15,9177,9192,0.16,2021,1,31
2021-01-31,Miami-Dade,FL,Passenger,1,0,1,98,99,1.01,2021,1,31
2021-01-31,Suffolk,VA,Passenger,1,0,1,122,123,0.81,2021,1,31
2021-01-31,Kittitas,WA,Truck,0,0,0,14675,14675,0.0,2021,1,31
2021-01-31,Cowlitz,WA,Truck,0,0,0,28970,28970,0.0,2021,1,31
2021-01-31,Platte,MO,Passenger,1,0,1,20,21,4.76,2021,1,31
2021-01-31,Douglas,NE,Passenger,1,1,2,56,58,3.45,2021,1,31
2021-01-31,Greene,MO,Passenger,0,1,1,35,36,2.78,2021,1,31
2021-01-31,Spokane,WA,Passenger,909,551,1460,320847,322307,0.45,2021,1,31
2021-01-31,San Diego,CA,Passenger,14,3,17,2703,2720,0.62,2021,1,31
2021-01-31,Cowlitz,WA,Passenger,188,129,317,72149,72466,0.44,2021,1,31
2021-01-31,Garfield,WA,Passenger,0,2,2,1360,1362,0.15,2021,1,31
2021-01-31,Arlington,VA,Passenger,0,1,1,141,142,0.7,2021,1,31
2021-01-31,Washington,OR,Passenger,1,0,1,415,416,0.24,2021,1,31
2021-01-31,Wahkiakum,WA,Passenger,7,6,13,3040,3053,0.43,2021,1,31
2021-01-31,Anne Arundel,MD,Passenger,2,1,3,399,402,0.75,2021,1,31
2021-01-31,Owyhee,ID,Passenger,1,0,1,3,4,25.0,2021,1,31
2021-01-31,Stevens,WA,Truck,0,0,0,18747,18747,0.0,2021,1,31
2021-01-31,Whatcom,WA,Passenger,1253,564,1817,150032,151849,1.2,2021,1,31
2021-01-31,Pima,AZ,Passenger,2,1,3,332,335,0.9,2021,1,31
2021-01-31,Rogers,OK,Passenger,1,0,1,5,6,16.67,2021,1,31
2021-01-31,Whitman,WA,Truck,0,0,0,8515,8515,0.0,2021,1,31
2021-01-31,DeKalb,GA,Passenger,1,0,1,68,69,1.45,2021,1,31
2021-01-31,Wichita,TX,Passenger,1,0,1,45,46,2.17,2021,1,31
2021-01-31,Charleston,SC,Passenger,2,0,2,92,94,2.13,2021,1,31
2021-01-31,Sevier,AR,Passenger,0,1,1,0,1,100.0,2021,1,31
2021-01-31,New London,CT,Passenger,1,1,2,230,232,0.86,2021,1,31
2021-01-31,Eagle,CO,Passenger,1,0,1,8,9,11.11,2021,1,31
2021-01-31,Norfolk,VA,Passenger,2,3,5,334,339,1.47,2021,1,31
2021-01-31,Albemarle,VA,Passenger,1,0,1,24,25,4.0,2021,1,31
2021-01-31,Plaquemines,LA,Passenger,0,1,1,15,16,6.25,2021,1,31
2021-01-31,Flathead,MT,Passenger,1,0,1,54,55,1.82,2021,1,31
2021-01-31,Grays Harbor,WA,Truck,0,0,0,21238,21238,0.0,2021,1,31
2021-01-31,Snohomish,WA,Passenger,5175,1874,7049,538237,545286,1.29,2021,1,31
2021-01-31,King,WA,Truck,6,1,7,184298,184305,0.0,2021,1,31
2021-01-31,Pennington,SD,Passenger,1,0,1,34,35,2.86,2021,1,31
2021-01-31,Yakima,WA,Passenger,179,129,308,167529,167837,0.18,2021,1,31
2021-01-31,Middlesex,MA,Passenger,1,1,2,98,100,2.0,2021,1,31
2021-01-31,Fairbanks North Star,AK,Passenger,0,1,1,89,90,1.11,2021,1,31
2021-01-31,Rockingham,NH,Passenger,1,0,1,24,25,4.0,2021,1,31
2021-01-31,Spokane,WA,Truck,0,0,0,100843,100843,0.0,2021,1,31
2021-01-31,Missoula,MT,Passenger,1,0,1,67,68,1.47,2021,1,31
2021-01-31,Pacific,WA,Passenger,35,37,72,15788,15860,0.45,2021,1,31
2021-01-31,Garfield,WA,Truck,0,0,0,1001,1001,0.0,2021,1,31
2021-01-31,Hamilton,IN,Passenger,2,0,2,37,39,5.13,2021,1,31
2021-01-31,New York,NY,Passenger,1,0,1,55,56,1.79,2021,1,31
2021-01-31,Travis,TX,Passenger,3,3,6,177,183,3.28,2021,1,31
2021-01-31,DeKalb,IN,Passenger,1,0,1,0,1,100.0,2021,1,31
2021-01-31,Hudson,NJ,Passenger,1,0,1,42,43,2.33,2021,1,31
2021-01-31,Fulton,GA,Passenger,0,2,2,88,90,2.22,2021,1,31
2021-01-31,Williamson,TX,Passenger,0,2,2,128,130,1.54,2021,1,31
2021-01-31,Oldham,KY,Passenger,0,1,1,4,5,20.0,2021,1,31
2021-01-31,Klamath,OR,Passenger,1,0,1,33,34,2.94,2021,1,31
2021-01-31,Lincoln,WA,Truck,0,0,0,4693,4693,0.0,2021,1,31
2021-01-31,Lewis,WA,Passenger,126,133,259,58897,59156,0.44,2021,1,31
2021-01-31,Island,WA,Passenger,527,294,821,62888,63709,1.29,2021,1,31
2021-01-31,Chesapeake,VA,Passenger,0,2,2,411,413,0.48,2021,1,31
2021-01-31,Carroll,NH,Passenger,0,1,1,5,6,16.67,2021,1,31
2021-01-31,Shelby,OH,Passenger,0,1,1,2,3,33.33,2021,1,31
2021-01-31,Ferry,WA,Passenger,9,3,12,4342,4354,0.28,2021,1,31
2021-01-31,Williams,ND,Passenger,0,1,1,10,11,9.09,2021,1,31
2021-01-31,Multnomah,OR,Passenger,3,5,8,695,703,1.14,2021,1,31
2021-01-31,Kent,MI,Passenger,0,1,1,26,27,3.7,2021,1,31
2021-01-31,New Haven,CT,Passenger,0,2,2,39,41,4.88,2021,1,31
2021-01-31,Adams,WA,Passenger,10,6,16,12967,12983,0.12,2021,1,31
2021-01-31,Skagit,WA,Passenger,517,243,760,91403,92163,0.82,2021,1,31
2021-01-31,Denver,CO,Passenger,1,0,1,121,122,0.82,2021,1,31
2021-01-31,Harrison,MS,Passenger,2,0,2,55,57,3.51,2021,1,31
2021-01-31,Harford,MD,Passenger,0,1,1,59,60,1.67,2021,1,31
2021-01-31,Moore,NC,Passenger,0,1,1,146,147,0.68,2021,1,31
2021-01-31,Mason,WA,Truck,0,0,0,21013,21013,0.0,2021,1,31
2021-01-31,Clark,WA,Truck,0,0,0,83538,83538,0.0,2021,1,31
2021-01-31,Columbia,WA,Passenger,5,3,8,2451,2459,0.33,2021,1,31
2021-01-31,Ray,MO,Passenger,0,1,1,1,2,50.0,2021,1,31
2021-01-31,Deschutes,OR,Passenger,2,0,2,133,135,1.48,2021,1,31
2021-01-31,Suffolk,MA,Passenger,0,2,2,32,34,5.88,2021,1,31
2021-01-31,Dallas,IA,Passenger,0,1,1,10,11,9.09,2021,1,31
2021-01-31,Palm Beach,FL,Passenger,0,2,2,76,78,2.56,2021,1,31
2021-01-31,Sacramento,CA,Passenger,2,1,3,256,259,1.16,2021,1,31
2021-01-31,Clackamas,OR,Passenger,3,0,3,179,182,1.65,2021,1,31
2021-01-31,Morris,NJ,Passenger,1,0,1,15,16,6.25,2021,1,31
2021-01-31,Hawaii,HI,Passenger,1,0,1,57,58,1.72,2021,1,31
2021-01-31,Hennepin,MN,Passenger,2,0,2,82,84,2.38,2021,1,31
2021-01-31,Orange,FL,Passenger,1,0,1,119,120,0.83,2021,1,31
2021-01-31,Ferry,WA,Truck,0,0,0,3607,3607,0.0,2021,1,31
2021-01-31,Benton,WA,Passenger,451,358,809,135105,135914,0.6,2021,1,31
2021-01-31,Queens,NY,Passenger,1,0,1,54,55,1.82,2021,1,31
2021-01-31,Wahkiakum,WA,Truck,0,0,0,1768,1768,0.0,2021,1,31
2021-01-31,Adams,WA,Truck,0,0,0,5345,5345,0.0,2021,1,31
2021-01-31,Montgomery,PA,Passenger,1,0,1,28,29,3.45,2021,1,31
2021-01-31,Duval,FL,Passenger,0,2,2,363,365,0.55,2021,1,31
2021-01-31,Ramsey,MN,Passenger,1,0,1,36,37,2.7,2021,1,31
2021-01-31,Island,WA,Truck,0,0,0,21380,21380,0.0,2021,1,31
2021-01-31,Columbia,OR,Passenger,1,0,1,24,25,4.0,2021,1,31
2021-01-31,Mercer,NJ,Passenger,0,1,1,14,15,6.67,2021,1,31
2021-01-31,Okanogan,WA,Truck,0,0,0,16584,16584,0.0,2021,1,31
2021-01-31,Boone,MO,Passenger,0,1,1,12,13,7.69,2021,1,31
2021-01-31,Whitman,WA,Passenger,51,46,97,21831,21928,0.44,2021,1,31
2021-01-31,Juneau,AK,Passenger,0,1,1,26,27,3.7,2021,1,31
2021-01-31,Sedgwick,KS,Passenger,1,1,2,92,94,2.13,2021,1,31
2021-01-31,Sarasota,FL,Passenger,2,0,2,33,35,5.71,2021,1,31
2021-01-31,Bradley,TN,Passenger,1,0,1,0,1,100.0,2021,1,31
2021-01-31,Santa Cruz,CA,Passenger,1,0,1,31,32,3.12,2021,1,31
2021-01-31,Lincoln,WA,Passenger,6,12,18,7630,7648,0.24,2021,1,31
2021-01-31,Salt Lake,UT,Passenger,0,1,1,183,184,0.54,2021,1,31
2021-01-31,Tulsa,OK,Passenger,1,1,2,42,44,4.55,2021,1,31
2021-01-31,Thurston,WA,Truck,0,0,0,56434,56434,0.0,2021,1,31
2021-01-31,Douglas,WA,Truck,0,0,0,12500,12500,0.0,2021,1,31
2021-01-31,Powhatan,VA,Passenger,1,0,1,2,3,33.33,2021,1,31
2021-01-31,Vigo,IN,Passenger,1,0,1,6,7,14.29,2021,1,31
2021-01-31,Tarrant,TX,Passenger,1,0,1,170,171,0.58,2021,1,31
2021-01-31,Howard,MD,Passenger,0,1,1,72,73,1.37,2021,1,31
2021-01-31,Manassas,VA,Passenger,0,1,1,5,6,16.67,2021,1,31
2021-01-31,Polk,FL,Passenger,1,0,1,66,67,1.49,2021,1,31
2021-01-31,Richland,SC,Passenger,0,1,1,145,146,0.68,2021,1,31
2021-01-31,Alexandria,VA,Passenger,3,0,3,129,132,2.27,2021,1,31
2021-01-31,Douglas,CO,Passenger,0,1,1,84,85,1.18,2021,1,31
2021-01-31,Dakota,MN,Passenger,0,1,1,29,30,3.33,2021,1,31
2021-01-31,Prince William,VA,Passenger,1,2,3,220,223,1.35,2021,1,31
2021-01-31,Klickitat,WA,Passenger,63,43,106,14985,15091,0.7,2021,1,31
2021-01-31,Grant,WA,Passenger,87,84,171,66082,66253,0.26,2021,1,31
2021-01-31,Harris,TX,Passenger,1,1,2,238,240,0.83,2021,1,31
2021-01-31,Saginaw,MI,Passenger,2,0,2,11,13,15.38,2021,1,31
2021-01-31,Bexar,TX,Passenger,2,5,7,594,601,1.16,2021,1,31
2021-01-31,King,WA,Passenger,27786,8322,36108,1366593,1402701,2.57,2021,1,31
2021-01-31,Jefferson,WA,Truck,0,0,0,9594,9594,0.0,2021,1,31
2021-01-31,St. Louis,MO,Passenger,1,0,1,99,100,1.0,2021,1,31
2021-01-31,El Paso,TX,Passenger,3,0,3,402,405,0.74,2021,1,31
2021-01-31,Lee,FL,Passenger,1,0,1,45,46,2.17,2021,1,31
2021-01-31,Alameda,CA,Passenger,4,0,4,273,277,1.44,2021,1,31
2021-01-31,Kauai,HI,Passenger,1,0,1,16,17,5.88,2021,1,31
2021-01-31,Contra Costa,CA,Passenger,3,3,6,278,284,2.11,2021,1,31
2021-01-31,Kitsap,WA,Truck,0,0,0,54273,54273,0.0,2021,1,31
2021-01-31,Fresno,CA,Passenger,1,0,1,187,188,0.53,2021,1,31
2021-01-31,Monterey,CA,Passenger,0,2,2,157,159,1.26,2021,1,31
2021-01-31,Columbia,WA,Truck,0,0,0,1546,1546,0.0,2021,1,31
2021-01-31,Fort Bend,TX,Passenger,1,0,1,41,42,2.38,2021,1,31
2021-01-31,San Juan,WA,Truck,0,0,0,5863,5863,0.0,2021,1,31
2021-01-31,Calvert,MD,Passenger,0,2,2,85,87,2.3,2021,1,31
2021-01-31,Wilson,TX,Passenger,0,1,1,6,7,14.29,2021,1,31
2021-01-31,Hillsborough,FL,Passenger,0,1,1,168,169,0.59,2021,1,31
2021-01-31,El Paso,CO,Passenger,2,0,2,715,717,0.28,2021,1,31
2021-01-31,Boulder,CO,Passenger,1,1,2,45,47,4.26,2021,1,31
2021-01-31,Benton,WA,Truck,0,0,0,43328,43328,0.0,2021,1,31
2021-01-31,Milwaukee,WI,Passenger,1,0,1,44,45,2.22,2021,1,31
2021-01-31,Skagit,WA,Truck,1,0,1,32853,32854,0.0,2021,1,31
2021-01-31,Jefferson,NY,Passenger,0,1,1,213,214,0.47,2021,1,31
2021-01-31,Franklin,WA,Passenger,89,85,174,61483,61657,0.28,2021,1,31
2021-01-31,Montgomery,MD,Passenger,1,0,1,233,234,0.43,2021,1,31
2021-01-31,Nassau,FL,Passenger,1,0,1,35,36,2.78,2021,1,31
2021-01-31,Bartow,GA,Passenger,0,1,1,5,6,16.67,2021,1,31
2021-01-31,Henrico,VA,Passenger,0,1,1,18,19,5.26,2021,1,31
2021-01-31,San Bernardino,CA,Passenger,1,0,1,399,400,0.25,2021,1,31
2021-01-31,Jefferson,WA,Passenger,290,166,456,24792,25248,1.81,2021,1,31
2021-01-31,Cascade,MT,Passenger,0,1,1,61,62,1.61,2021,1,31
2021-01-31,Chelan,WA,Truck,0,0,0,22832,22832,0.0,2021,1,31
2021-01-31,Portsmouth,VA,Passenger,0,1,1,80,81,1.23,2021,1,31
2021-01-31,DuPage,IL,Passenger,4,1,5,58,63,7.94,2021,1,31
2021-01-31,Penobscot,ME,Passenger,0,1,1,10,11,9.09,2021,1,31
2021-01-31,Anchorage,AK,Passenger,1,0,1,151,152,0.66,2021,1,31
2021-01-31,Grays Harbor,WA,Passenger,133,126,259,48763,49022,0.53,2021,1,31
2021-01-31,Kern,CA,Passenger,0,1,1,218,219,0.46,2021,1,31
2021-01-31,Skamania,WA,Passenger,34,23,57,8334,8391,0.68,2021,1,31
2021-01-31,Frederick,MD,Passenger,1,1,2,66,68,2.94,2021,1,31
2021-01-31,Jones,GA,Passenger,1,0,1,1,2,50.0,2021,1,31
2021-01-31,Putnam,TN,Passenger,0,1,1,3,4,25.0,2021,1,31
2021-01-31,San Francisco,CA,Passenger,1,1,2,102,104,1.92,2021,1,31
2021-01-31,Yakima,WA,Truck,0,0,0,61075,61075,0.0,2021,1,31
2021-01-31,Carson City,NV,Passenger,1,0,1,12,13,7.69,2021,1,31
2021-01-31,Kittitas,WA,Passenger,134,52,186,29827,30013,0.62,2021,1,31
2021-01-31,Pacific,WA,Truck,0,0,0,7801,7801,0.0,2021,1,31
2021-01-31,Dallas,TX,Passenger,1,0,1,176,177,0.56,2021,1,31
2021-01-31,Randolph,NC,Passenger,1,0,1,7,8,12.5,2021,1,31
2021-01-31,Montgomery,OH,Passenger,0,1,1,55,56,1.79,2021,1,31
2021-01-31,Thurston,WA,Passenger,1350,795,2145,197273,199418,1.08,2021,1,31
2021-01-31,Carroll,MD,Passenger,0,1,1,19,20,5.0,2021,1,31
2021-01-31,Newport,RI,Passenger,0,1,1,82,83,1.2,2021,1,31
2021-01-31,Los Angeles,CA,Passenger,9,11,20,975,995,2.01,2021,1,31
2021-01-31,Camden,NJ,Passenger,0,1,1,19,20,5.0,2021,1,31
2021-01-31,Spartanburg,SC,Passenger,0,1,1,53,54,1.85,2021,1,31
2021-01-31,Stafford,VA,Passenger,2,1,3,101,104,2.88,2021,1,31
2021-01-31,Pierce,WA,Passenger,2963,1789,4752,555366,560118,0.85,2021,1,31
2021-01-31,Sumter,FL,Passenger,0,1,1,10,11,9.09,2021,1,31
2021-01-31,Placer,CA,Passenger,2,0,2,85,87,2.3,2021,1,31
2021-01-31,El Dorado,CA,Passenger,1,0,1,36,37,2.7,2021,1,31
2021-01-31,Lake,FL,Passenger,1,0,1,23,24,4.17,2021,1,31
2021-01-31,Pinellas,FL,Passenger,1,1,2,103,105,1.9,2021,1,31
2021-01-31,Philadelphia,PA,Passenger,1,0,1,61,62,1.61,2021,1,31
2021-01-31,San Juan,WA,Passenger,377,113,490,14017,14507,3.38,2021,1,31
2021-01-31,Whatcom,WA,Truck,3,0,3,43593,43596,0.01,2021,1,31
2021-01-31,Lane,OR,Passenger,0,1,1,145,146,0.68,2021,1,31
2021-01-31,Clark,NV,Passenger,5,2,7,664,671,1.04,2021,1,31
2021-01-31,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,2021,1,31
2021-01-31,Hampshire,MA,Passenger,1,0,1,8,9,11.11,2021,1,31
2021-01-31,Nassau,NY,Passenger,4,0,4,32,36,11.11,2021,1,31
2021-01-31,Okanogan,WA,Passenger,56,36,92,26127,26219,0.35,2021,1,31
2021-02-28,Duval,FL,Passenger,0,2,2,358,360,0.56,2021,2,28
2021-02-28,Lake,FL,Passenger,1,0,1,23,24,4.17,2021,2,28
2021-02-28,Sacramento,CA,Passenger,2,1,3,257,260,1.15,2021,2,28
2021-02-28,Grant,WA,Passenger,90,86,176,66053,66229,0.27,2021,2,28
2021-02-28,Anchorage,AK,Passenger,1,0,1,148,149,0.67,2021,2,28
2021-02-28,Alameda,CA,Passenger,4,0,4,267,271,1.48,2021,2,28
2021-02-28,Dakota,MN,Passenger,0,1,1,28,29,3.45,2021,2,28
2021-02-28,Stevens,WA,Truck,0,0,0,18715,18715,0.0,2021,2,28
2021-02-28,Honolulu,HI,Passenger,5,2,7,445,452,1.55,2021,2,28
2021-02-28,Contra Costa,CA,Passenger,3,3,6,278,284,2.11,2021,2,28
2021-02-28,Clark,WA,Passenger,2505,1245,3750,318833,322583,1.16,2021,2,28
2021-02-28,Garfield,WA,Passenger,0,2,2,1354,1356,0.15,2021,2,28
2021-02-28,Multnomah,OR,Passenger,3,5,8,691,699,1.14,2021,2,28
2021-02-28,Carroll,NH,Passenger,0,1,1,5,6,16.67,2021,2,28
2021-02-28,Whitman,WA,Truck,0,0,0,8517,8517,0.0,2021,2,28
2021-02-28,District of Columbia,DC,Passenger,2,1,3,198,201,1.49,2021,2,28
2021-02-28,Pennington,SD,Passenger,1,0,1,34,35,2.86,2021,2,28
2021-02-28,Skagit,WA,Passenger,535,247,782,91315,92097,0.85,2021,2,28
2021-02-28,Santa Clara,CA,Passenger,8,2,10,286,296,3.38,2021,2,28
2021-02-28,Adams,WA,Truck,0,0,0,5342,5342,0.0,2021,2,28
2021-02-28,Yakima,WA,Truck,0,0,0,61140,61140,0.0,2021,2,28
2021-02-28,Tulsa,OK,Passenger,1,1,2,43,45,4.44,2021,2,28
2021-02-28,Santa Cruz,CA,Passenger,1,0,1,34,35,2.86,2021,2,28
2021-02-28,Portsmouth,VA,Passenger,0,1,1,80,81,1.23,2021,2,28
